player_name,overall,club
Jamie Vardy,81,Leicester City
Michael Keane,81,Everton
Roque Mesa,81,Swansea City
Héctor Bellerín,81,Arsenal
Davy Klaassen,81,Everton
Jack Butland,81,Stoke City
Marcos Rojo,81,Manchester United
Ross Barkley,81,Everton
Wilfried Zaha,81,Crystal Palace
Serge Aurier,81,Tottenham Hotspur
Phil Jones,81,Manchester United
Marcos Alonso,81,Chelsea
Nathaniel Clyne,81,Liverpool
Chris Smalling,81,Manchester United
Jack Wilshere,81,Arsenal
Manuel Lanzini,81,West Ham United
Marko Arnautović,81,West Ham United
Jordan Henderson,81,Liverpool
Orestis Karnezis,81,Watford
Mamadou Sakho,81,Crystal Palace
Javier Hernández,81,West Ham United
Simon Mignolet,81,Liverpool
Sergio Romero,81,Manchester United
Danny Rose,81,Tottenham Hotspur
Leighton Baines,81,Everton
Tom Heaton,81,Burnley
Wayne Rooney,81,Everton
Per Mertesacker,81,Arsenal
Emre Can,80,Liverpool
Sead Kolašinac,80,Arsenal
Michy Batshuayi,80,Chelsea
Loris Karius,80,Liverpool
John Stones,80,Manchester City
Dušan Tadić,80,Southampton
Grzegorz Krychowiak,80,West Bromwich Albion
Dejan Lovren,80,Liverpool
Roberto Pereyra,80,Watford
Daley Blind,80,Manchester United
Danny Welbeck,80,Arsenal
Christian Benteke,80,Crystal Palace
Séamus Coleman,80,Everton
Nacho Monreal,80,Arsenal
Claudio Bravo,80,Manchester City
Victor Moses,80,Chelsea
Kevin Mirallas,80,Everton
Ryan Bertrand,80,Southampton
Theo Walcott,80,Arsenal
Łukasz Fabiański,80,Swansea City
Ashley Williams,80,Everton
Joe Hart,80,West Ham United
James Milner,80,Liverpool
Phil Jagielka,80,Everton
Jermain Defoe,80,Bournemouth
Michael Carrick,80,Manchester United
Davide Zappacosta,79,Chelsea
Sofiane Boufal,79,Southampton
Abdoulaye Doucouré,79,Watford
Jesse Lingard,79,Manchester United
Ben Davies,79,Tottenham Hotspur
Jordan Pickford,79,Everton
Kurt Zouma,79,Stoke City
Cédric,79,Southampton
Oriol Romeu,79,Southampton
Alex Oxlade-Chamberlain,79,Liverpool
Manolo Gabbiadini,79,Southampton
Florian Lejeune,79,Newcastle United
Adrián,79,West Ham United
Michail Antonio,79,West Ham United
Francis Coquelin,79,Arsenal
James McCarthy,79,Everton
Kieran Trippier,79,Tottenham Hotspur
Danny Drinkwater,79,Chelsea
Matteo Darmian,79,Manchester United
Marouane Fellaini,79,Manchester United
Winston Reid,79,West Ham United
José Fonte,79,West Ham United
Erik Lamela,79,Tottenham Hotspur
Ryan Shawcross,79,Stoke City
Jonny Evans,79,West Bromwich Albion
Ben Foster,79,West Bromwich Albion
Pablo Zabaleta,79,West Ham United
Willy Caballero,79,Chelsea
Michel Vorm,79,Tottenham Hotspur
Gomes,79,Watford
Onyinye Ndidi,78,Leicester City
Victor Lindelöf,78,Manchester United
José Izquierdo,78,Brighton and Hove Albion
Luke Shaw,78,Manchester United
James Ward-Prowse,78,Southampton
Benjamin Mendy,78,Manchester City
Harry Maguire,78,Leicester City
Federico Fernández,78,Swansea City
Nacer Chadli,78,West Bromwich Albion
Bruno Martins Indi,78,Stoke City
Danilo,78,Manchester City
Charlie Austin,78,Southampton
Aaron Mooy,78,Huddersfield Town
Andros Townsend,78,Crystal Palace
Eliaquim Mangala,78,Manchester City
Wilfried Bony,78,Swansea City
Ben Mee,78,Burnley
Salomón Rondón,78,West Bromwich Albion
Kieran Gibbs,78,West Bromwich Albion
Angelo Ogbonna,78,West Ham United
Eric Maxim Choupo-Moting,78,Stoke City
Fabian Delph,78,Manchester City
Moussa Sissoko,78,Tottenham Hotspur
Troy Deeney,78,Watford
Jose Holebas,78,Watford
Sebastian Prödl,78,Watford
André Ayew,78,West Ham United
David Ospina,78,Arsenal
Steven Defour,78,Burnley
Jack Cork,78,Burnley
Yohan Cabaye,78,Crystal Palace
Llorente,78,Tottenham Hotspur
Ragnar Klavan,78,Liverpool
Gareth Barry,78,West Bromwich Albion
Georges-Kévin Nkoudou,77,Tottenham Hotspur
Sandro,77,Everton
Wesley Hoedt,77,Southampton
Mohamed Elneny,77,Arsenal
Mario Lemina,77,Southampton
Kevin Wimmer,77,Stoke City
Alberto Moreno,77,Liverpool
André Carrillo,77,Watford
Jesé,77,Stoke City
Pedro Obiang,77,West Ham United
Ramiro Funes Mori,77,Everton
Mathew Ryan,77,Brighton and Hove Albion
Nathan Redmond,77,Southampton
Shinji Okazaki,77,Leicester City
Andre Gray,77,Watford
Davy Pröpper,77,Brighton and Hove Albion
Allan Nyom,77,West Bromwich Albion
Jonjo Shelvey,77,Newcastle United
Yannick Bolasie,77,Everton
Aleksandar Dragović,77,Leicester City
Daryl Janmaat,77,Watford
Mame Diouf,77,Stoke City
Cheikhou Kouyaté,77,West Ham United
Leroy Fer,77,Swansea City
Joshua King,77,Bournemouth
Joe Allen,77,Stoke City
Claudio Yacob,77,West Bromwich Albion
Marc Albrighton,77,Leicester City
Andy Carroll,77,West Ham United
Ki Sung Yueng,77,Swansea City
Stefano Okaka,77,Watford
Fraser Forster,77,Southampton
Jay Rodriguez,77,West Bromwich Albion
Mathieu Debuchy,77,Arsenal
Ibrahim Afellay,77,Stoke City
Scott Dann,77,Crystal Palace
Ashley Young,77,Manchester United
Steven Davis,77,Southampton
Robert Huth,77,Leicester City
Wes Morgan,77,Leicester City
Gareth McAuley,77,West Bromwich Albion
Artur Boruc,77,Bournemouth
Steve Mounié,76,Huddersfield Town
Alex Iwobi,76,Arsenal
Arthur Masuaku,76,West Ham United
Manquillo,76,Newcastle United
Chancel Mbemba,76,Newcastle United
Abdul Rahman Baba,76,Chelsea
Nathan Aké,76,Bournemouth
Luka Milivojević,76,Crystal Palace
Nathaniel Chalobah,76,Watford
Christian Atsu,76,Newcastle United
Charly Musonda,76,Chelsea
Anthony Knockaert,76,Brighton and Hove Albion
James Tarkowski,76,Burnley
Robbie Brady,76,Burnley
Lewis Dunk,76,Brighton and Hove Albion
Matthew Lowton,76,Burnley
Jordan Ayew,76,Swansea City
Callum Wilson,76,Bournemouth
Danny Ings,76,Liverpool
Steve Cook,76,Bournemouth
Pascal Groß,76,Brighton and Hove Albion
Tom Cleverley,76,Watford
Matt Phillips,76,West Bromwich Albion
Geoff Cameron,76,Stoke City
Harry Arter,76,Bournemouth
Ciaran Clark,76,Newcastle United
Sam Vokes,76,Burnley
Etienne Capoue,76,Watford
James Tomkins,76,Crystal Palace
Andrew Surman,76,Bournemouth
Tim Krul,76,Brighton and Hove Albion
Shane Long,76,Southampton
James Morrison,76,West Bromwich Albion
Jesús Gámez,76,Newcastle United
Mark Noble,76,West Ham United
Aaron Lennon,76,Everton
Christian Fuchs,76,Leicester City
Darren Fletcher,76,Stoke City
Simon Francis,76,Bournemouth
James Collins,76,West Ham United
Timothy Fosu-Mensah,75,Crystal Palace
Richarlison,75,Watford
Renato Sanches,75,Swansea City
Kelechi Iheanacho,75,Leicester City
Harry Winks,75,Tottenham Hotspur
Demarai Gray,75,Leicester City
Andrew Robertson,75,Liverpool
Aleksandar Mitrović,75,Newcastle United
Pierre-Emile Højbjerg,75,Southampton
Daniel Amartey,75,Leicester City
Ahmed Hegazi,75,West Bromwich Albion
Oumar Niasse,75,Everton
Will Hughes,75,Watford
Calum Chambers,75,Arsenal
Dwight Gayle,75,Newcastle United
Saido Berahino,75,Stoke City
Ahmed Musa,75,Leicester City
Muhamed Bešić,75,Everton
Jeff Hendrick,75,Burnley
Craig Dawson,75,West Bromwich Albion
Diafra Sakho,75,West Ham United
Marvin Zeegelaar,75,Watford
Ezequiel Schelotto,75,Brighton and Hove Albion
Luciano Narsingh,75,Swansea City
Chris Wood,75,Burnley
Maya Yoshida,75,Southampton
Christian Kabasele,75,Watford
Kiko Femenía,75,Watford
Aaron Cresswell,75,West Ham United
Alex McCarthy,75,Southampton
Miguel Angel Britos,75,Watford
Jake Livermore,75,West Bromwich Albion
Kyle Naughton,75,Swansea City
Matt Ritchie,75,Newcastle United
Martin Olsson,75,Swansea City
Mathias Jørgensen,75,Huddersfield Town
Yohan Benalouane,75,Leicester City
Henri Saivet,75,Newcastle United
Erik Pieters,75,Stoke City
Joselu,75,Newcastle United
Nathan Dyer,75,Swansea City
Jonas Lössl,75,Huddersfield Town
James McArthur,75,Crystal Palace
Charlie Daniels,75,Bournemouth
Danny Simpson,75,Leicester City
Stephen Ward,75,Burnley
Younès Kaboul,75,Watford
Leon Britton,75,Swansea City
Wayne Routledge,75,Swansea City
Maarten Stekelenburg,75,Everton
Ramadan Sobhi,74,Stoke City
Tom Davies,74,Everton
Merino,74,Newcastle United
Jaïro Riedewald,74,Crystal Palace
Ayoze Pérez,74,Newcastle United
Ruben Loftus-Cheek,74,Crystal Palace
Laurent Depoitre,74,Huddersfield Town
Lazar Marković,74,Liverpool
Molla Wagué,74,Watford
Jamaal Lascelles,74,Newcastle United
Benik Afobe,74,Bournemouth
Christopher Schindler,74,Huddersfield Town
Tom Ince,74,Huddersfield Town
Brice Dja Djédjé,74,Watford
James McClean,74,West Bromwich Albion
Joel Robles,74,Everton
Shane Duffy,74,Brighton and Hove Albion
Jóhann Berg Guðmundsson,74,Burnley
Junior Stanislas,74,Bournemouth
Ashley Barnes,74,Burnley
Joel Ward,74,Crystal Palace
Patrick van Aanholt,74,Crystal Palace
Jonathan Hogg,74,Huddersfield Town
Dale Stephens,74,Brighton and Hove Albion
Adrian Mariappa,74,Watford
Eduardo,74,Chelsea
Ben Watson,74,Watford
Charlie Adam,74,Stoke City
Àngel Rangel,74,Swansea City
Bruno Saltor,74,Brighton and Hove Albion
Jonathan Walters,74,Burnley
Glen Johnson,74,Stoke City
Chris Brunt,74,West Bromwich Albion
Peter Crouch,74,Stoke City
Axel Tuanzebe,73,Manchester United
Tammy Abraham,73,Swansea City
Lewis Cook,73,Bournemouth
Isaac Success,73,Watford
DeAndre Yedlin,73,Newcastle United
Sam Byram,73,West Ham United
Alfie Mawson,73,Swansea City
Ryan Fraser,73,Bournemouth
Mike van der Hoorn,73,Swansea City
Charlie Taylor,73,Burnley
Nick Pope,73,Burnley
Chris Löwe,73,Huddersfield Town
Tom Carroll,73,Swansea City
Jack Colback,73,Newcastle United
Beram Kayal,73,Brighton and Hove Albion
Pape Souaré,73,Crystal Palace
Kristoffer Nordfeldt,73,Swansea City
Adam Smith,73,Bournemouth
Ashley Westwood,73,Burnley
Mohamed Diamé,73,Newcastle United
Kyle Bartley,73,Swansea City
Dan Gosling,73,Bournemouth
Jérémy Pied,73,Southampton
Craig Cathcart,73,Watford
Scott Arfield,73,Burnley
Glenn Murray,73,Brighton and Hove Albion
Markus Suttner,73,Brighton and Hove Albion
Marc Pugh,73,Bournemouth
Leonardo Ulloa,73,Leicester City
Jason Puncheon,73,Crystal Palace
Rob Green,73,Huddersfield Town
Lee Grant,73,Stoke City
Boaz Myhill,73,West Bromwich Albion
Rob Holding,72,Arsenal
Oleksandr Zinchenko,72,Manchester City
Joe Gomez,72,Liverpool
Rolando Aarons,72,Newcastle United
Florent Hadergjonaj,72,Huddersfield Town
Kenedy,72,Chelsea
Solly March,72,Brighton and Hove Albion
Jordon Ibe,72,Bournemouth
Tomer Hemed,72,Brighton and Hove Albion
Tommy Smith,72,Huddersfield Town
Nahki Wells,72,Burnley
Elias Kachunga,72,Huddersfield Town
Jeffrey Schlupp,72,Crystal Palace
Sam Clucas,72,Swansea City
Connor Wickham,72,Crystal Palace
Andy King,72,Leicester City
Matty James,72,Leicester City
Martin Kelly,72,Crystal Palace
Erwin Mulder,72,Swansea City
Gaëtan Bong,72,Brighton and Hove Albion
Stephen Ireland,72,Stoke City
Wayne Hennessey,72,Crystal Palace
Adam Federici,72,Bournemouth
Damien Delaney,72,Crystal Palace
Dean Marney,72,Burnley
Eldin Jakupović,72,Leicester City
Julián Speroni,72,Crystal Palace
Marko Grujić,71,Liverpool
Ben Chilwell,71,Leicester City
Kasey Palmer,71,Huddersfield Town
Dominic Calvert-Lewin,71,Everton
Isaiah Brown,71,Brighton and Hove Albion
Joel Pereira,71,Manchester United
Tyrone Mings,71,Bournemouth
Isaac Hayden,71,Newcastle United
Paul Dummett,71,Newcastle United
Jack Stephens,71,Southampton
Danny Williams,71,Huddersfield Town
Kevin Long,71,Burnley
Scott Malone,71,Huddersfield Town
Bakary Sako,71,Crystal Palace
Rob Elliot,71,Newcastle United
Phil Bardsley,71,Burnley
Uwe Hünemeier,71,Brighton and Hove Albion
Lee Chung Yong,71,Crystal Palace
Liam Rosenior,71,Brighton and Hove Albion
Steve Sidwell,71,Brighton and Hove Albion
Trent Alexander-Arnold,70,Liverpool
Oliver Burke,70,West Bromwich Albion
Dominic Solanke,70,Liverpool
Mason Holgate,70,Everton
Jay Fulton,70,Swansea City
Michael Hefele,70,Huddersfield Town
Danny Ward,70,Liverpool
Jacob Murphy,70,Newcastle United
Paulo Gazzaniga,70,Tottenham Hotspur
Cuco Martina,70,Everton
Florin Gardoş,70,Southampton
Jon Flanagan,70,Liverpool
Massadio Haïdara,70,Newcastle United
Connor Goldson,70,Brighton and Hove Albion
Karl Darlow,70,Newcastle United
Luke Garbutt,70,Everton
Jamie Murphy,70,Brighton and Hove Albion
Ádám Bogdán,70,Liverpool
Sam Baldock,70,Brighton and Hove Albion
Lys Mousset,69,Bournemouth
Matt Targett,69,Southampton
Edimilson Fernandes,69,West Ham United
James Wilson,69,Manchester United
Tommie Hoban,69,Watford
Rajiv van La Parra,69,Huddersfield Town
Jordon Mutch,69,Crystal Palace
Hal Robson-Kanu,69,West Bromwich Albion
Kazenga LuaLua,69,Brighton and Hove Albion
Soufyan Ahannach,68,Brighton and Hove Albion
Phil Foden,68,Manchester City
Juan Foyth,68,Tottenham Hotspur
Jan Bednarek,68,Southampton
Shani Tarashaj,68,Everton
Sullay Kaikai,68,Crystal Palace
Jiří Skalák,68,Brighton and Hove Albion
Collin Quaner,68,Huddersfield Town
Ben Hamer,68,Leicester City
Martin Cranie,68,Huddersfield Town
Niki Mäenpää,68,Brighton and Hove Albion
Anders Lindegaard,68,Burnley
Nikola Vlašić,67,Everton
Brahim Díaz,67,Manchester City
Hamza Choudhury,67,Leicester City
Ainsley Maitland-Niles,67,Arsenal
Jonjoe Kenny,67,Everton
Philip Billing,67,Huddersfield Town
Connor Mahoney,67,Bournemouth
Josh Sims,67,Southampton
Emerson Hyndman,67,Bournemouth
Sam McQueen,67,Southampton
Rhoys Wiggins,67,Bournemouth
Aleš Matějů,66,Brighton and Hove Albion
Oviemuno Ejaria,66,Liverpool
Marcus Edwards,66,Tottenham Hotspur
Brandon Mason,66,Watford
Sam Field,66,West Bromwich Albion
Joe Riley,66,Manchester United
Ademola Lookman,66,Everton
Kyle Walker-Peters,66,Tottenham Hotspur
Sead Hakšabanovič,66,West Ham United
Dean Whitehead,66,Huddersfield Town
Ben Woodburn,65,Liverpool
Joe Lolley,65,Huddersfield Town
Gedion Zelalem,65,Arsenal
Henrik Bjørdal,65,Brighton and Hove Albion
Brad Smith,65,Bournemouth
Fredrik Ulvestad,65,Burnley
Adam Legzdins,65,Burnley
Stuart Taylor,65,Southampton
Angel Gomes,64,Manchester United
Demetri Mitchell,64,Manchester United
Scott McTominay,64,Manchester United
Reiss Nelson,64,Arsenal
Jake Hesketh,64,Southampton
Martin Samuelsen,64,West Ham United
George Thomas,64,Leicester City
Kenji Gorré,64,Swansea City
Chuba Akpom,64,Arsenal
Shay Facey,64,Manchester City
Jakob Haugaard,64,Stoke City
Curtis Good,64,Newcastle United
Callum Hudson-Odoi,63,Chelsea
Beni Baningime,63,Everton
Zachary Dearnley,63,Manchester United
Declan Rice,63,West Ham United
Arijanet Muric,63,Manchester City
Jake Clarke-Salter,63,Chelsea
Jeff Reine-Adelaïde,63,Arsenal
Freddie Woodman,63,Newcastle United
Tosin Adarabioyo,63,Manchester City
Oliver McBurnie,63,Swansea City
Dujon Sterling,62,Chelsea
Abdelhamid Sabiri,62,Huddersfield Town
Ro-Shaun Williams,62,Manchester United
Toni Martínez,62,West Ham United
Yan Dhanda,62,Liverpool
Matt Butcher,62,Bournemouth
Daniel Iversen,62,Leicester City
Jamie Sterry,62,Newcastle United
Daniel Barlaser,62,Newcastle United
Jon Gorenc Stanković,62,Huddersfield Town
Krystian Bielik,62,Arsenal
Cameron Humphreys-Grant,62,Manchester City
Jake Flannigan,62,Southampton
Gregor Zabret,62,Swansea City
Josh Sheehan,62,Swansea City
Daniel Bachmann,62,Watford
Daniel Meredith,61,West Bromwich Albion
Tyrese Campbell,61,Stoke City
Rhian Brewster,61,Liverpool
Tom Edwards,61,Stoke City
Martell Taylor-Crossdale,61,Chelsea
Daniel Jarvis,61,Stoke City
Tashan Oakley-Boothe,61,Tottenham Hotspur
Julien Ngoy,61,Stoke City
Aaron Ramsdale,61,Bournemouth
Liam Smith,61,Newcastle United
Javairô Dilrosun,61,Manchester City
Harry Wilson,61,Liverpool
Jerome Sinclair,61,Watford
Freddie Ladapo,61,Crystal Palace
Tre Pemberton,60,Stoke City
Sam Hughes,60,Leicester City
Alex Bradley,60,West Bromwich Albion
Nathan Holland,60,West Ham United
Thibaud Verlinden,60,Stoke City
Edward Nketiah,60,Arsenal
Alfie Jones,60,Southampton
Anthony Georgiou,60,Tottenham Hotspur
Josh Tymon,60,Stoke City
Kyle Scott,60,Chelsea
Luke Amos,60,Tottenham Hotspur
Marcus Browne,60,West Ham United
Trevoh Chalobah,60,Chelsea
Jack Simpson,60,Bournemouth
Lukas Nmecha,60,Manchester City
Dumeaco Duhaney,60,Manchester City
Shayon Harrison,60,Tottenham Hotspur
Michael Folivi,60,Watford
Ollie Shenton,60,Stoke City
Jack Rose,60,Southampton
Joel Coleman,60,Huddersfield Town
George McEachran,59,Chelsea
Victor Fernandez,59,Newcastle United
Josh Knight,59,Leicester City
Yan Valery,59,Southampton
Domingos Quina,59,West Ham United
Darnell Johnson,59,Leicester City
Admiral Muskwe,59,Leicester City
Corey Jordan,59,Bournemouth
Aaron Lewis,59,Swansea City
Tolaji Bola,59,Arsenal
Kyle Cameron,59,Newcastle United
Luke Dreher,59,Crystal Palace
Harry Souttar,59,Stoke City
Adam King,59,Swansea City
Jamie Soule,58,West Bromwich Albion
Taylor Morrison,58,West Bromwich Albion
Oliver Skipp,58,Tottenham Hotspur
Jake Dunwoody,58,Stoke City
Tyler Cordner,58,Bournemouth
Max Melbourne,58,West Bromwich Albion
Juan Familia-Castillo,58,Chelsea
Kyle Jameson,58,West Bromwich Albion
Dan Kemp,58,West Ham United
Jayson Molumby,58,Brighton and Hove Albion
Ethan Ampadu,58,Chelsea
Layton Ndukwu,58,Leicester City
Keelan O'Connell,58,Bournemouth
Ryan Blair,58,Swansea City
Joe Rodon,58,Swansea City
James Tilley,58,Brighton and Hove Albion
Will Wood,58,Southampton
Ryan Huddart,58,Arsenal
Marcus Barnes,58,Southampton
Tinashe Chakwana,57,Burnley
Harry Flowers,57,Burnley
Dylan Cogill,57,Huddersfield Town
Nathan Trott,57,West Ham United
Harry Limb,57,Burnley
Nya Kirby,57,Crystal Palace
Robbie McCourt,57,West Bromwich Albion
Samuel Shashoua,57,Tottenham Hotspur
Cameron McJannet,57,Stoke City
Joel Latibeaudiere,57,Manchester City
Arlen Birch,57,Burnley
Bassala Sambou,57,Everton
Alex Jakubiak,57,Watford
Adnan Maric,57,Swansea City
Ben Johnson,56,West Ham United
Kazaiah Sterling,56,Tottenham Hotspur
Stefan O'Connor,56,Newcastle United
Moses Makasi,56,West Ham United
Alex Palmer,56,West Bromwich Albion
Evan Pierce,55,West Bromwich Albion
Luca Colville,55,Huddersfield Town
Aaron Connolly,55,Brighton and Hove Albion
Lewis O'Brien,55,Huddersfield Town
Tom Dele-Bashiru,55,Manchester City
Jason Lokilo,55,Crystal Palace
Jordan Holmes,55,Bournemouth
Alex Pike,55,West Ham United
Olatunde Bayode,54,Burnley
Rahis Nabi,54,Burnley
Mark Howarth,54,Burnley
Alfie Whiteman,54,Tottenham Hotspur
Levi Lumeka,54,Crystal Palace
Khius Metz,54,Burnley
Daniel Grimshaw,54,Manchester City
Brad House,53,West Bromwich Albion
Ryan Schofield,53,Huddersfield Town
Rarmani Edmonds-Green,53,Huddersfield Town
Regan Booty,53,Huddersfield Town
Danny Kane,53,Huddersfield Town
Aaron Wan-Bissaka,52,Crystal Palace
Dion-Curtis Henry,52,Crystal Palace
