player_name,overall,club
Sadio Mané,78,Southampton
Luke Shaw,78,Manchester United
Víctor Ibarbo,78,Watford
Kurt Zouma,78,Chelsea
Jack Butland,78,Stoke City
Federico Fernández,78,Swansea City
Gastón Ramírez,78,Southampton
Gabriel,78,Arsenal
Cédric,78,Southampton
Nacer Chadli,78,Tottenham Hotspur
Jordy Clasie,78,Southampton
Papy Mison Djilobodji,78,Chelsea
Adrián,78,West Ham United
Shinji Okazaki,78,Leicester City
Mame Diouf,78,Stoke City
Yann M'Vila,78,Sunderland
Gylfi Sigurðsson,78,Swansea City
Fernando,78,Manchester City
Claudio Yacob,78,West Bromwich Albion
Moussa Sissoko,78,Newcastle United
Andy Carroll,78,West Ham United
Youssouf Mulumbu,78,Norwich City
Papiss Demba Cissé,78,Newcastle United
Dieumerci Mbokani,78,Norwich City
Marouane Fellaini,78,Manchester United
David Ospina,78,Arsenal
Simon Mignolet,78,Liverpool
Cheick Tioté,78,Newcastle United
Ryan Bertrand,78,Southampton
Jonny Evans,78,West Bromwich Albion
Adam Johnson,78,Sunderland
Łukasz Fabiański,78,Swansea City
Younès Kaboul,78,Sunderland
Bafétimbi Gomis,78,Swansea City
Scott Dann,78,Crystal Palace
Willy Caballero,78,Manchester City
Robert Huth,78,Leicester City
Kolo Touré,78,Liverpool
Chancel Mbemba,77,Newcastle United
Kevin Wimmer,77,Tottenham Hotspur
Alberto Moreno,77,Liverpool
Jores Okore,77,Aston Villa
John Stones,77,Everton
Virgil van Dijk,77,Southampton
Heung Min Son,77,Tottenham Hotspur
Wilfried Zaha,77,Crystal Palace
Allan-Roméo Nyom,77,Watford
Tom Cleverley,77,Everton
Jonjo Shelvey,77,Swansea City
Yannick Bolasie,77,Crystal Palace
Victor Wanyama,77,Southampton
Daryl Janmaat,77,Newcastle United
Jefferson Montero,77,Swansea City
Joe Allen,77,Liverpool
Fabian Delph,77,Manchester City
Jose Holebas,77,Watford
Ki Sung Yueng,77,Swansea City
Federico Fazio,77,Tottenham Hotspur
Etienne Capoue,77,Watford
Jack Cork,77,Swansea City
Lee Cattermole,77,Sunderland
Danny Rose,77,Tottenham Hotspur
Brad Guzan,77,Aston Villa
John Obi Mikel,77,Chelsea
Graziano Pellè,77,Southampton
Stéphane Sessègnon,77,West Bromwich Albion
Aaron Lennon,77,Everton
Glen Johnson,77,Stoke City
Anders Lindegaard,77,West Bromwich Albion
Arouna Koné,77,Everton
Steven Pienaar,77,Everton
Julián Speroni,77,Crystal Palace
Fabricio Coloccini,77,Newcastle United
Jonas Olsson,77,West Bromwich Albion
Sylvain Distin,77,Bournemouth
Maarten Stekelenburg,77,Southampton
Enner Valencia,76,West Ham United
N'Golo Kanté,76,Leicester City
Aleksandar Mitrović,76,Newcastle United
Divock Origi,76,Liverpool
Anthony Martial,76,Manchester United
Ben Davies,76,Tottenham Hotspur
Christian Atsu,76,Bournemouth
Florian Thauvin,76,Newcastle United
Saido Berahino,76,West Bromwich Albion
Héctor Bellerín,76,Arsenal
Jordan Veretout,76,Aston Villa
Philipp Wollscheid,76,Stoke City
Jordan Ayew,76,Aston Villa
Danny Ings,76,Liverpool
Jack Colback,76,Newcastle United
Steven Caulker,76,Southampton
Pape Souaré,76,Crystal Palace
Costel Pantilimon,76,Sunderland
Manuel Lanzini,76,West Ham United
Franck Tabanou,76,Swansea City
Geoff Cameron,76,Stoke City
Siem de Jong,76,Newcastle United
Joel Ward,76,Crystal Palace
Kieran Trippier,76,Tottenham Hotspur
Fabio Borini,76,Sunderland
Ciaran Clark,76,Aston Villa
Carlos Sánchez,76,Aston Villa
Mile Jedinák,76,Crystal Palace
Sebastian Prödl,76,Watford
Nathan Dyer,76,Leicester City
Sergio Romero,76,Manchester United
Victor Moses,76,West Ham United
Fraser Forster,76,Southampton
James McArthur,76,Crystal Palace
José Enrique,76,Liverpool
Stephen Ireland,76,Stoke City
Jay Rodriguez,76,Southampton
Darron Gibson,76,Everton
Scott Sinclair,76,Aston Villa
Steven Fletcher,76,Sunderland
Kasper Schmeichel,76,Leicester City
Glenn Whelan,76,Stoke City
Steven Naismith,76,Everton
Valon Behrami,76,Watford
Steven Taylor,76,Newcastle United
Ibrahim Afellay,76,Stoke City
Mathieu Flamini,76,Arsenal
Charlie Adam,76,Stoke City
Aiden McGeady,76,Everton
Àngel Rangel,76,Swansea City
Mauro Zárate,76,West Ham United
Mark Noble,76,West Ham United
Steven Davis,76,Southampton
Wes Hoolahan,76,Norwich City
Leon Britton,76,Swansea City
Joleon Lescott,76,Aston Villa
Artur Boruc,76,Bournemouth
Wayne Routledge,76,Swansea City
Peter Crouch,76,Stoke City
Jordan Amavi,75,Aston Villa
Nabil Bentaleb,75,Tottenham Hotspur
Jamie Vardy,75,Leicester City
Emre Can,75,Liverpool
James Ward-Prowse,75,Southampton
Joel Campbell,75,Arsenal
Riyad Mahrez,75,Leicester City
Muhamed Bešić,75,Everton
Steven Berghuis,75,Watford
Marco van Ginkel,75,Stoke City
Ramiro Funes Mori,75,Everton
Jordi Amat,75,Swansea City
Callum Wilson,75,Bournemouth
Andros Townsend,75,Tottenham Hotspur
Diafra Sakho,75,West Ham United
Idrissa Gueye,75,Aston Villa
Marc Muniesa,75,Stoke City
Ryan Mason,75,Tottenham Hotspur
Éder,75,Swansea City
Alex McCarthy,75,Crystal Palace
Cheikhou Kouyaté,75,West Ham United
Odion Ighalo,75,Watford
Martin Olsson,75,Norwich City
Jack Rodwell,75,Sunderland
Yohan Benalouane,75,Leicester City
Troy Deeney,75,Watford
Bakary Sako,75,Crystal Palace
Craig Gardner,75,West Bromwich Albion
Joselu,75,Stoke City
Shane Long,75,Southampton
Cameron Jerome,75,Norwich City
Alessandro Diamanti,75,Watford
John Ruddy,75,Norwich City
Sébastien Pocognoli,75,West Bromwich Albion
Damien Delaney,75,Crystal Palace
Jurado,75,Watford
Leon Osman,75,Everton
Sylvain Marveaux,75,Newcastle United
Yoan Gouffran,75,Newcastle United
Jason Puncheon,75,Crystal Palace
Darren Fletcher,75,West Bromwich Albion
Peter Odemwingie,75,Stoke City
Gomes,75,Watford
Gareth McAuley,75,West Bromwich Albion
Rickie Lambert,75,West Bromwich Albion
John O'Shea,75,Sunderland
Shay Given,75,Stoke City
Essaïd Belkalem,74,Watford
Carles Gil,74,Aston Villa
Bertrand Traoré,74,Chelsea
Ilori,74,Aston Villa
Florin Gardoş,74,Southampton
Eric Dier,74,Tottenham Hotspur
Pedro Obiang,74,West Ham United
Nathan Redmond,74,Norwich City
Cristian Gamboa,74,West Bromwich Albion
Joel Robles,74,Everton
Michail Antonio,74,West Ham United
Ashley Westwood,74,Aston Villa
Miguel Angel Britos,74,Watford
Libor Kozák,74,Aston Villa
Kyle Naughton,74,Swansea City
Matt Ritchie,74,Bournemouth
Patrick van Aanholt,74,Sunderland
Martin Kelly,74,Crystal Palace
Vito Mannone,74,Sunderland
Erik Pieters,74,Stoke City
Ola Toivonen,74,Sunderland
Neil Taylor,74,Swansea City
Sébastien Bassong,74,Norwich City
Graham Dorrans,74,Norwich City
Wayne Hennessey,74,Crystal Palace
Joe Ledley,74,Crystal Palace
Gabriel Agbonlahor,74,Aston Villa
Sebastian Larsson,74,Sunderland
Matt Jarvis,74,Norwich City
James Morrison,74,West Bromwich Albion
Alexander Tettey,74,Norwich City
Christian Fuchs,74,Leicester City
Steve Sidwell,74,Stoke City
Marouane Chamakh,74,Crystal Palace
Gerhard Tremmel,74,Swansea City
James Collins,74,West Ham United
Andrej Kramarić,73,Leicester City
Ayoze Pérez,73,Newcastle United
Carl Jenkinson,73,West Ham United
Oriol Romeu,73,Southampton
James McClean,73,West Bromwich Albion
Leandro Bacuna,73,Aston Villa
Sebastián Coates,73,Sunderland
Adam Matthews,73,Sunderland
Maya Yoshida,73,Southampton
Connor Wickham,73,Crystal Palace
Callum McManaman,73,West Bromwich Albion
Aaron Cresswell,73,West Ham United
Rudy Gestede,73,Aston Villa
Ádám Bogdán,73,Liverpool
Harry Arter,73,Bournemouth
Vurnon Anita,73,Newcastle United
Nikica Jelavić,73,West Ham United
Vadis Odjidja-Ofoe,73,Norwich City
James Tomkins,73,West Ham United
Andrew Surman,73,Bournemouth
Victor Anichebe,73,West Bromwich Albion
Marc Wilson,73,Stoke City
Leonardo Ulloa,73,Leicester City
Charles N'Zogbia,73,Aston Villa
Adam Federici,73,Bournemouth
Russell Martin,73,Norwich City
Mike Williamson,73,Newcastle United
Alan Hutton,73,Aston Villa
Kieran Richardson,73,Aston Villa
Almen Abdi,73,Watford
Jonathan Walters,73,Stoke City
Wes Morgan,73,Leicester City
Chris Brunt,73,West Bromwich Albion
Brede Hangeland,73,Crystal Palace
Wes Brown,73,Sunderland
Mark Schwarzer,73,Leicester City
Dele Alli,72,Tottenham Hotspur
Calum Chambers,72,Arsenal
Jon Flanagan,72,Liverpool
Massadio Haïdara,72,Newcastle United
Steve Cook,72,Bournemouth
Kristoffer Nordfeldt,72,Swansea City
Danny Drinkwater,72,Leicester City
James Chester,72,West Bromwich Albion
Jonny Howson,72,Norwich City
Ritchie De Laet,72,Leicester City
Glenn Murray,72,Bournemouth
Darren Randolph,72,West Ham United
Phil Bardsley,72,Stoke City
Lee Chung Yong,72,Crystal Palace
Marcin Wasilewski,72,Leicester City
Billy Jones,72,Sunderland
Simon Francis,72,Bournemouth
Boaz Myhill,72,West Bromwich Albion
Tony Hibbert,72,Everton
Philippe Senderos,72,Aston Villa
Rolando Aarons,71,Newcastle United
Adama,71,Aston Villa
Juan Carlos Paredes,71,Watford
Jack Grealish,71,Aston Villa
Dwight Gayle,71,Crystal Palace
Jordon Ibe,71,Liverpool
Alex Pritchard,71,Tottenham Hotspur
Tom Carroll,71,Tottenham Hotspur
Bryan Oviedo,71,Everton
Joel Ekstrand,71,Watford
Emmanuel Rivière,71,Newcastle United
Jordon Mutch,71,Crystal Palace
Dan Gosling,71,Bournemouth
Ryan Bennett,71,Norwich City
Marc Albrighton,71,Leicester City
Craig Cathcart,71,Watford
Tommy Elphick,71,Bournemouth
Adrian Mariappa,71,Crystal Palace
Jordi Gómez,71,Sunderland
Charlie Daniels,71,Bournemouth
Danny Simpson,71,Leicester City
Fraizer Campbell,71,Crystal Palace
Marc Pugh,71,Bournemouth
Danny Graham,71,Sunderland
Mark Bunn,71,Aston Villa
Ben Watson,71,Watford
Kelvin Davis,71,Southampton
Steven Whittaker,71,Norwich City
Kelechi Iheanacho,70,Manchester City
DeAndre Yedlin,70,Sunderland
Tyrone Mings,70,Bournemouth
Patrick Bamford,70,Crystal Palace
Serge Gnabry,70,West Bromwich Albion
Andre Wisdom,70,Norwich City
Valentin Roberge,70,Sunderland
Juanmi,70,Southampton
Giedrius Arlauskis,70,Watford
Adam Smith,70,Bournemouth
Declan Rudd,70,Norwich City
Andy King,70,Leicester City
Lee Tomlin,70,Bournemouth
Crespo,70,Aston Villa
Kyle Lafferty,70,Norwich City
Marco Amelia,70,Chelsea
Josh Onomah,69,Tottenham Hotspur
Kenedy,69,Chelsea
Clinton N'Jié,69,Tottenham Hotspur
Nathan Aké,69,Watford
Cuco Martina,69,Southampton
Paul Dummett,69,Newcastle United
Tommie Hoban,69,Watford
Robbie Brady,69,Norwich City
Nick Powell,69,Manchester United
Charis Mavrias,69,Sunderland
Luke Brattan,69,Manchester City
Will Buckley,69,Sunderland
Kyle Bartley,69,Swansea City
Matty James,69,Leicester City
Joshua King,69,Bournemouth
Gabriel Obertan,69,Newcastle United
Lewis Grabban,69,Norwich City
Yann Kermorgant,69,Bournemouth
Rob Elliot,69,Newcastle United
Joey O'Brien,69,West Ham United
Gary O'Neil,69,Norwich City
Obbi Oulare,68,Watford
Joe Gomez,68,Liverpool
Jesse Lingard,68,Manchester United
Jamaal Lascelles,68,Newcastle United
Jeffrey Schlupp,68,Leicester City
Eunan O'Kane,68,Bournemouth
Karl Darlow,68,Newcastle United
Joe Bennett,68,Bournemouth
Adlène Guédioura,68,Watford
Marvin Emnes,68,Swansea City
Andy Wilkinson,68,Stoke City
Patrick McCarthy,68,Crystal Palace
Teixeira,67,Liverpool
Harrison Reed,67,Southampton
Tyias Browning,67,Everton
Manu García,66,Manchester City
Brandon Barker,66,Manchester City
Matt Targett,66,Southampton
Paddy McNair,66,Manchester United
Brendan Galloway,66,Everton
Andreas Pereira,66,Manchester United
Tokelo Rantie,66,Bournemouth
Craig Dawson,66,West Bromwich Albion
Junior Stanislas,66,Bournemouth
Shaun MacDonald,66,Bournemouth
Ben Hamer,66,Leicester City
Ikechi Anya,66,Watford
Lloyd Dyer,66,Watford
Patrick Roberts,65,Manchester City
Ruben Loftus-Cheek,65,Chelsea
Ezekiel Fryers,65,Crystal Palace
Paulo Gazzaniga,65,Southampton
Kwesi Appiah,65,Crystal Palace
Gary Gardner,65,Aston Villa
Leandro Rodríguez,64,Everton
Kasey Palmer,64,Chelsea
Jordan Rossiter,64,Liverpool
Thierry Ambrose,64,Manchester City
Duncan Watmore,64,Sunderland
Modou Barrow,64,Swansea City
Dennon Lewis,63,Watford
Lynden Gooch,63,Sunderland
Jindřich Staněk,63,Everton
Angelino,63,Manchester City
Guillermo Varela,63,Manchester United
Michael Cain,63,Leicester City
Matthew Pennington,63,Everton
Shay Facey,63,Manchester City
Sam Johnstone,63,Manchester United
Curtis Good,63,Newcastle United
Ryan Allsop,63,Bournemouth
Richard Wright,63,Manchester City
Tammy Abraham,62,Chelsea
Jeff Reine-Adelaïde,62,Arsenal
Joel Taylor,62,Stoke City
Callum Roberts,62,Newcastle United
Oliver Shenton,62,Stoke City
Reece Oxford,62,West Ham United
Jake Hesketh,62,Southampton
Baily Cargill,62,Bournemouth
Ryan Seager,62,Southampton
Matthew Grimes,62,Swansea City
Adil Nabi,62,West Bromwich Albion
Conor McAleny,62,Everton
Jake Kean,62,Norwich City
Stéphane Zubar,62,Bournemouth
Matthew Butcher,61,Bournemouth
Zachary Elbouzedi,61,West Bromwich Albion
André Green,61,Aston Villa
Mason Holgate,61,Everton
Krystian Bielik,61,Arsenal
Stephen Kingsley,61,Swansea City
Moha,61,Stoke City
Stephen Hendrie,61,West Ham United
Milos Veljkovic,61,Tottenham Hotspur
Jake Flannigan,61,Southampton
Gregor Zabret,61,Swansea City
Jakob Haugaard,61,Stoke City
Charly Musonda,61,Chelsea
Jamar Loza,61,Norwich City
Kyle Edwards,60,West Bromwich Albion
Andre Olukanmi,60,Leicester City
Alfie Young,60,Watford
Jamie Sterry,60,Newcastle United
Liam Smith,60,Newcastle United
Rushian Hepburn-Murphy,60,Aston Villa
Daniel Barlaser,60,Newcastle United
Harry Charsley,60,Everton
Ola Aina,60,Chelsea
Jerell Sellars,60,Aston Villa
Gethin Jones,60,Everton
Cameron Humphreys,60,Manchester City
Freddie Woodman,60,Newcastle United
Cameron Brannagan,60,Liverpool
Josh Sims,60,Southampton
Joe Dodoo,60,Leicester City
Jack Barmby,60,Leicester City
Shaquile Coulthirst,60,Tottenham Hotspur
Dominic Gape,60,Southampton
Connor Smith,60,Watford
Keinan Davies,59,Aston Villa
Marcus Rashford,59,Manchester United
Josh Dasilva,59,Arsenal
Eddy Lecygne,59,Stoke City
Thomas Robson,59,Sunderland
George Waring,59,Stoke City
Tafari Moore,59,Arsenal
Samir Nabi,59,West Bromwich Albion
Jack Rose,59,West Bromwich Albion
Harry Winks,59,Tottenham Hotspur
Pablo Maffeo,59,Manchester City
Alex Bray,59,Swansea City
Sam McQueen,59,Southampton
Callam Jones,59,West Bromwich Albion
Raheem Hanley,59,Swansea City
Jamal Blackman,59,Chelsea
Lee Lucas,59,Swansea City
Raphael Spiegel,59,West Ham United
Cameron Borthwick-Jackson,58,Manchester United
Luka Belić,58,West Ham United
Jordan Lee,58,Bournemouth
Jack Simpson,58,Bournemouth
Botti Biabi,58,Swansea City
Bobby Moseley,58,Stoke City
Owain Jones,58,Swansea City
Josh Cullen,58,West Ham United
Sadiq El-Fitouri,58,Manchester United
Oliver Pain,58,Crystal Palace
Lewis Page,58,West Ham United
Luke McGee,58,Tottenham Hotspur
Daniel Crowley,58,Arsenal
Julio Pleguezuelo,58,Arsenal
Liam Agnew,58,Sunderland
Joshua Debayo,58,Southampton
Filippo Costa,58,Bournemouth
Jak McCourt,58,Leicester City
Cameron King,58,Norwich City
Henry Jones,58,Swansea City
Leo Chambers,58,West Ham United
Brad Smith,58,Liverpool
Daniel Alfei,58,Swansea City
Jack Fitzwater,57,West Bromwich Albion
Oscar Borg,57,West Ham United
Jake Clarke-Salter,57,Chelsea
Kyle Knoyle,57,West Ham United
Aaron Bissaka,57,Crystal Palace
Hamza Choudhury,57,Leicester City
Emmanuel Onariase,57,West Ham United
Kevin Toner,57,Aston Villa
Conor McGrandles,57,Norwich City
Maksymilian Stryjek,57,Sunderland
Simonas Stankevičius,57,Leicester City
Pedro Chirivella,57,Liverpool
Ryan Huddart,57,Arsenal
Adel Gafaiti,57,Norwich City
Jacob Blyth,57,Leicester City
Kevin Mbabu,57,Newcastle United
Rene Gilmartin,57,Watford
Axel Tuanzebe,56,Manchester United
Shaun Donnellan,56,West Bromwich Albion
Josh Robson,56,Sunderland
Ethan Robson,56,Sunderland
Andreas Breimyr,56,Crystal Palace
Djair Parfitt-Williams,56,West Ham United
Ismaël Bennacer,56,Arsenal
Kyle Bailey,56,Leicester City
Bradley Collins,56,Chelsea
Rees Greenwood,56,Sunderland
William Miller,56,Tottenham Hotspur
Alex Jakubiak,56,Watford
Jamie Eaton-Collins,56,Norwich City
Jerome Sinclair,56,Liverpool
Jack Dunn,56,Liverpool
Reise Allassani,56,Crystal Palace
Tika Musonda,56,Chelsea
Jonathan Maddison,55,Leicester City
Filip Lesniak,55,Tottenham Hotspur
Regan Poole,55,Manchester United
Emmanuel Sonupe,55,Tottenham Hotspur
Dom Telford,55,Stoke City
Jordan Lyden,55,Aston Villa
Connor Dymond,55,Crystal Palace
James Horsfield,55,Manchester City
Connor Randall,55,Liverpool
Alex Kiwomya,55,Chelsea
Alex Iwobi,55,Arsenal
Joe Pritchard,54,Tottenham Hotspur
Alex Palmer,54,West Bromwich Albion
Afolabi Coker,54,Norwich City
Joe Rothwell,54,Manchester United
Ben Killip,54,Norwich City
Arinse Uade,54,Norwich City
Reece Hall-Johnson,54,Norwich City
George Byers,53,Watford
Michee Efete,53,Norwich City
Ryan Fulton,53,Liverpool
James Weir,51,Manchester United
Josh Doherty,50,Watford
Tahvon Campbell,48,West Bromwich Albion
