player_name,overall,club
Moisés Caicedo,80,Chelsea
Kaoru Mitoma,80,Brighton & Hove Albion
Julián Álvarez,80,Manchester City
Nicolò Zaniolo,80,Aston Villa
Pervis Estupiñán,80,Brighton & Hove Albion
Boubacar Kamara,80,Aston Villa
Harvey Barnes,80,Newcastle United
Diogo Dalot,80,Manchester United
Wataru Endo,80,Liverpool
Richarlison,80,Tottenham Hotspur
Benjamin White,80,Arsenal
Aaron Wan-Bissaka,80,Manchester United
Oleksandr Zinchenko,80,Arsenal
Emiliano Buendía,80,Aston Villa
Sofyan Amrabat,80,Manchester United
Ollie Watkins,80,Aston Villa
Victor Lindelöf,80,Manchester United
David Raya,80,Arsenal
Álex Moreno,80,Aston Villa
Anthony Martial,80,Manchester United
Joel Matip,80,Liverpool
Matheus Nunes,79,Manchester City
Jurriën Timber,79,Arsenal
Wesley Fofana,79,Chelsea
Ryan Gravenberch,79,Liverpool
Mohammed Kudus,79,West Ham United
Nayef Aguerd,79,West Ham United
Cucurella,79,Chelsea
Ethan Pinnock,79,Brentford
Tyrell Malacia,79,Manchester United
Joe Willock,79,Brighton & Hove Albion
Scott McTominay,79,Manchester United
Tomáš Souček,79,West Ham United
Douglas Luiz,79,Aston Villa
Yves Bissouma,79,Tottenham Hotspur
Eberechi Eze,79,Crystal Palace
Dean Henderson,79,Crystal Palace
Gonzalo Montiel,79,Nottingham Forest
Axel Disasi,79,Chelsea
Leon Bailey,79,Aston Villa
Robert Sánchez,79,Chelsea
Ezri Konsa,79,Aston Villa
Matty Cash,79,Aston Villa
Joe Gomez,79,Liverpool
Jarrod Bowen,79,West Ham United
Kalvin Phillips,79,Manchester City
José Sá,79,Wolverhampton Wanderers
Tyrone Mings,79,Aston Villa
John McGinn,79,Aston Villa
Solly March,79,Brighton & Hove Albion
Kurt Zouma,79,West Ham United
Harry Maguire,79,Manchester United
James Tarkowski,79,Everton
Lucas Digne,79,Aston Villa
Stefan Ortega,79,Manchester City
Dan Burn,79,Newcastle United
Ben Mee,79,Brentford
Ivan Perišić,79,Tottenham Hotspur
Łukasz Fabiański,79,West Ham United
Micky van de Ven,78,Tottenham Hotspur
Nicolas Jackson,78,Chelsea
Mike Trésor,78,Burnley
Ansu Fati,78,Brighton & Hove Albion
Michael Olise,78,Crystal Palace
Emerson Royal,78,Tottenham Hotspur
Jacob Ramsey,78,Aston Villa
Reguilón,78,Manchester United
Vladimír Coufal,78,West Ham United
Bryan Mbeumo,78,Brentford
Cheick Doucouré,78,Crystal Palace
Benoît Badiashile,78,Chelsea
Konstantinos Mavropanos,78,West Ham United
Marc Guéhi,78,Crystal Palace
Emile Smith Rowe,78,Arsenal
Matheus Cunha,78,Wolverhampton Wanderers
Conor Gallagher,78,Chelsea
Nicolás Domínguez,78,Nottingham Forest
Sean Longstaff,78,Newcastle United
Luis Sinisterra,78,AFC Bournemouth
Tyler Adams,78,AFC Bournemouth
Takehiro Tomiyasu,78,Arsenal
Issa Diop,78,Fulham
Nélson Semedo,78,Wolverhampton Wanderers
Moussa Niakhaté,78,Nottingham Forest
Rico Henry,78,Brentford
Joachim Andersen,78,Crystal Palace
Saïd Benrahma,78,West Ham United
Martin Dúbravka,78,Newcastle United
Mahmoud Dahoud,78,Brighton & Hove Albion
Mario Lemina,78,Wolverhampton Wanderers
Joël Veltman,78,Brighton & Hove Albion
Felipe,78,Nottingham Forest
Adam Webster,78,Brighton & Hove Albion
James Ward-Prowse,78,West Ham United
Pablo Sarabia,78,Wolverhampton Wanderers
Serge Aurier,78,Nottingham Forest
Neto,78,AFC Bournemouth
Alphonse Areola,78,West Ham United
Pascal Groß,78,Brighton & Hove Albion
Michail Antonio,78,West Ham United
Destiny Udogie,77,Tottenham Hotspur
Rasmus Højlund,77,Manchester United
Fábio Vieira,77,Arsenal
Noni Madueke,77,Chelsea
Manor Solomon,77,Tottenham Hotspur
Bryan Gil,77,Tottenham Hotspur
Jérémy Doku,77,Manchester City
Harvey Elliott,77,Liverpool
Curtis Jones,77,Liverpool
Oliver Skipp,77,Tottenham Hotspur
Saša Kalajdžić,77,Wolverhampton Wanderers
Pedro Neto,77,Wolverhampton Wanderers
Santiago Bueno,77,Wolverhampton Wanderers
Justin Kluivert,77,AFC Bournemouth
Saša Lukić,77,Fulham
Morgan Gibbs-White,77,Nottingham Forest
Yoane Wissa,77,Brentford
Matt Turner,77,Nottingham Forest
Konstantinos Tsimikas,77,Liverpool
Jack Harrison,77,Everton
Taiwo Awoniyi,77,Nottingham Forest
Trevoh Chalobah,77,Chelsea
Pablo Fornals,77,West Ham United
Timothy Castagne,77,Fulham
Tosin Adarabioyo,77,Fulham
Dominic Calvert-Lewin,77,Everton
Donny van de Beek,77,Manchester United
Philip Billing,77,AFC Bournemouth
Clément Lenglet,77,Aston Villa
Jefferson Lerma,77,Crystal Palace
André Gomes,77,Everton
Emerson,77,West Ham United
Christian Nørgaard,77,Brentford
Andreas Pereira,77,Fulham
Abdoulaye Doucouré,77,Everton
Michael Keane,77,Everton
Ben Davies,77,Tottenham Hotspur
Eric Dier,77,Tottenham Hotspur
Nathan Redmond,77,Burnley
Danny Ings,77,West Ham United
Craig Dawson,77,Wolverhampton Wanderers
Idrissa Gueye,77,Everton
Aaron Cresswell,77,West Ham United
Willian,77,Fulham
James Milner,77,Brighton & Hove Albion
João Gomes,76,Wolverhampton Wanderers
Danilo,76,Nottingham Forest
Malo Gusto,76,Chelsea
Amadou Onana,76,Everton
Nuno Tavares,76,Nottingham Forest
Brennan Johnson,76,Tottenham Hotspur
Aaron Hickey,76,Brentford
Nathan Collins,76,Brentford
Maximilian Kilman,76,Wolverhampton Wanderers
Altay Bayındır,76,Manchester United
Dwight McNeil,76,Everton
Igor,76,Brighton & Hove Albion
Mikkel Damsgaard,76,Brentford
Tyrick Mitchell,76,Crystal Palace
Hamed Traorè,76,AFC Bournemouth
Marcos Senesi,76,AFC Bournemouth
Vitaly Janelt,76,Brentford
Orel Mangala,76,Nottingham Forest
Mathias Jensen,76,Brentford
Antonee Robinson,76,Fulham
Rob Holding,76,Crystal Palace
Josh Cullen,76,Burnley
Hwang Hee Chan,76,Wolverhampton Wanderers
Thilo Kehrer,76,West Ham United
Matt Targett,76,Newcastle United
Kenny Tete,76,Fulham
Maxwel Cornet,76,West Ham United
Adama Traoré,76,Fulham
Alex Iwobi,76,Fulham
Jonny,76,Wolverhampton Wanderers
Jacob Murphy,76,Newcastle United
Sam Johnstone,76,Crystal Palace
Harrison Reed,76,Fulham
Raúl Jiménez,76,Fulham
Willy Boly,76,Nottingham Forest
Jeffrey Schlupp,76,Crystal Palace
Danny Welbeck,76,Brighton & Hove Albion
Angelo Ogbonna,76,West Ham United
Fraser Forster,76,Tottenham Hotspur
Ashley Young,76,Everton
Alejo Veliz,75,Tottenham Hotspur
Vinicius Souza,75,Sheffield United
Milos Kerkez,75,AFC Bournemouth
Bart Verbruggen,75,Brighton & Hove Albion
Armando Broja,75,Chelsea
Mykhailo Mudryk,75,Chelsea
Vinícius,75,Fulham
Vitaliy Mykolenko,75,Everton
Anthony Gordon,75,Newcastle United
Jordan Beyer,75,Burnley
Rayan Aït-Nouri,75,Wolverhampton Wanderers
Tariq Lamptey,75,Brighton & Hove Albion
Callum Hudson-Odoi,75,Nottingham Forest
Marcus Tavernier,75,AFC Bournemouth
Eddie Nketiah,75,Arsenal
Anel Ahmedhodžić,75,Sheffield United
Jean-Philippe Mateta,75,Crystal Palace
Ryan Sessegnon,75,Tottenham Hotspur
Ryan Yates,75,Nottingham Forest
Jean-Ricner Bellegarde,75,Wolverhampton Wanderers
Zack Steffen,75,Manchester City
Gustavo Hamer,75,Sheffield United
Odsonne Edouard,75,Crystal Palace
Arijanet Murić,75,Burnley
Sander Berge,75,Burnley
Ben Godfrey,75,Everton
Dominic Solanke,75,AFC Bournemouth
Connor Roberts,75,Burnley
Kristoffer Ajer,75,Brentford
Marek Rodák,75,Fulham
Harry Wilson,75,Fulham
Josh Brownhill,75,Burnley
Divock Origi,75,Nottingham Forest
Mohamed Elneny,75,Arsenal
Leander Dendoncker,75,Aston Villa
Dele Alli,75,Everton
Bertrand Traoré,75,Aston Villa
Robin Olsen,75,Aston Villa
Jamaal Lascelles,75,Newcastle United
Matt Doherty,75,Wolverhampton Wanderers
Wes Foderingham,75,Sheffield United
Chris Wood,75,Nottingham Forest
Adam Lallana,75,Brighton & Hove Albion
Séamus Coleman,75,Everton
Jonny Evans,75,Manchester United
Đorđe Petrović,74,Chelsea
Jakub Kiwior,74,Arsenal
Romeo Lavia,74,Chelsea
Levi Colwill,74,Chelsea
Zeki Amdouni,74,Burnley
Tino Livramento,74,Newcastle United
Anass Zaroury,74,Burnley
Evan Ferguson,74,West Ham United
Toti Gomes,74,Wolverhampton Wanderers
Amad Diallo,74,Manchester United
Chris Richards,74,Crystal Palace
Ian Maatsen,74,Chelsea
Ryan Giles,74,Luton Town
Neco Williams,74,Nottingham Forest
Albert Sambi Lokonga,74,Luton Town
Ben Johnson,74,West Ham United
Sergio Gómez,74,Manchester City
Calvin Bassey,74,Fulham
Jakub Moder,74,Brighton & Hove Albion
Malang Sarr,74,Chelsea
Reiss Nelson,74,Arsenal
Joe Worrall,74,Nottingham Forest
Tom Davies,74,Sheffield United
Lewis Cook,74,AFC Bournemouth
Marvelous Nakamba,74,Luton Town
Benson Manuel,74,Burnley
Jaïro Riedewald,74,Crystal Palace
David Brooks,74,AFC Bournemouth
Ryan Christie,74,AFC Bournemouth
Thomas Strakosha,74,Brentford
Neal Maupay,74,Brentford
Tom Lockyer,74,Luton Town
Will Hughes,74,Crystal Palace
Calum Chambers,74,Aston Villa
John Egan,74,Sheffield United
Ross Barkley,74,Luton Town
Jordan Ayew,74,Crystal Palace
Tom Cairney,74,Fulham
Adam Smith,74,AFC Bournemouth
Nathaniel Clyne,74,Crystal Palace
Cheikhou Kouyaté,74,Nottingham Forest
Joel Ward,74,Crystal Palace
Oliver Norwood,74,Sheffield United
Zanka,74,Brentford
Rico Lewis,73,Manchester City
Simon Adingra,73,Brighton & Hove Albion
Cameron Archer,73,Sheffield United
Illia Zabarnyi,73,AFC Bournemouth
Anthony Elanga,73,Nottingham Forest
Lesley Ugochukwu,73,Chelsea
Jan Thielmann,73,Nottingham Forest
Luke Thomas,73,Sheffield United
Issa Kaboré,73,Luton Town
Hjalmar Ekdal,73,Burnley
João Pedro,73,Brighton & Hove Albion
Fábio Silva,73,Manchester United
Jayden Bogle,73,Sheffield United
Caoimhin Kelleher,73,Liverpool
Max Aarons,73,AFC Bournemouth
Myron Boadu,73,Luton Town
Frank Onyeka,73,Brentford
Auston Trusty,73,Sheffield United
Lloyd Kelly,73,AFC Bournemouth
Jacob Bruun Larsen,73,Burnley
Scott McKenna,73,Nottingham Forest
Ola Aina,73,Nottingham Forest
Kieffer Moore,73,AFC Bournemouth
Joe Rothwell,73,AFC Bournemouth
Emil Krafth,73,Newcastle United
Ryan Fredericks,73,AFC Bournemouth
Charlie Taylor,73,Burnley
Paul Dummett,73,Newcastle United
Cédric,73,Arsenal
Daniel Bentley,73,Wolverhampton Wanderers
Tim Ream,73,Fulham
Jóhann Berg Guðmundsson,73,Burnley
Thomas Kaminski,73,Luton Town
Chris Basham,73,Sheffield United
Tim Krul,73,Luton Town
Wayne Hennessey,73,Nottingham Forest
Jay Rodriguez,73,Burnley
Jack Cork,73,Burnley
Stefan Bajcetic,72,Liverpool
Youssef Chermiti,72,Everton
Dango Ouattara,72,AFC Bournemouth
Ameen Al Dakhil,72,Burnley
Alex Scott,72,AFC Bournemouth
Hugo Bueno,72,Wolverhampton Wanderers
Kevin Schade,72,Brentford
Maurits Kjaergaard,72,Wolverhampton Wanderers
Pape Matar Sarr,72,Tottenham Hotspur
Nathan Patterson,72,Everton
Elliot Anderson,72,Newcastle United
Alfie Doughty,72,Luton Town
Jarrad Branthwaite,72,Everton
Billy Gilmour,72,Brighton & Hove Albion
James Garner,72,Everton
Keane Lewis-Potter,72,Brentford
Hannes Delcroix,72,Burnley
Fodé Ballo-Touré,72,Fulham
Dara O'Shea,72,Burnley
Ionuț Andrei Radu,72,AFC Bournemouth
Elijah Adebayo,72,Luton Town
Oli McBurnie,72,Sheffield United
Ethan Horvath,72,Nottingham Forest
Carlton Morris,72,Luton Town
Max Lowe,72,Sheffield United
Manquillo,72,Newcastle United
Kortney Hause,72,Aston Villa
Loris Karius,72,Newcastle United
Jack Robinson,72,Sheffield United
Adrián,72,Liverpool
James Tomkins,72,Crystal Palace
Darren Randolph,72,AFC Bournemouth
Tom Heaton,72,Manchester United
Jesurun Rak-Sakyi,71,Crystal Palace
James Trafford,71,Burnley
Jan Paul van Hecke,71,Brighton & Hove Albion
Facundo Pellistri,71,Manchester United
Han-Noah Massengo,71,Burnley
Vitinho,71,Burnley
Mads Roerslev,71,Brentford
Tahith Chong,71,Luton Town
Chris Mepham,71,AFC Bournemouth
Mads Juel Andersen,71,Luton Town
Ben Osborn,71,Sheffield United
Pelly-Ruddock Mpanzu,71,Luton Town
Amari'i Bell,71,Luton Town
Harry Toffolo,71,Nottingham Forest
Jordan Clark,71,Luton Town
George Baldock,71,Sheffield United
John Fleck,71,Sheffield United
Jason Steele,71,Brighton & Hove Albion
Matt Ritchie,71,Newcastle United
Andrey Santos,70,Nottingham Forest
Aaron Ramsey,70,Burnley
James McAtee,70,Sheffield United
Andrew Omobamidele,70,Nottingham Forest
Naouirou Ahamada,70,Crystal Palace
Julio César Enciso,70,Brighton & Hove Albion
Giulian Biancone,70,Nottingham Forest
Antoine Semenyo,70,AFC Bournemouth
Shandon Baptiste,70,Brentford
Gabriel Osho,70,Luton Town
Chiedozie Ogbene,70,Luton Town
Reece Burke,70,Luton Town
Emiliano Marcondes,70,AFC Bournemouth
Marcus Bettinelli,70,Chelsea
Adam Davies,70,Sheffield United
Luizão,69,West Ham United
Carlos Baleba,69,Brighton & Hove Albion
Facundo Buonanotte,69,Brighton & Hove Albion
Rodrigo Muniz,69,Fulham
Conor Bradley,69,Liverpool
Joao Grimaldo,69,Everton
Tommy Doyle,69,Wolverhampton Wanderers
Yasser Larouci,69,Sheffield United
Darko Churlinov,69,Burnley
Michael Obafemi,69,Burnley
Lyle Foster,69,Burnley
Rhys Norrington-Davies,69,Sheffield United
Jacob Brown,69,Luton Town
Cauley Woodrow,69,Luton Town
Murillo,68,Nottingham Forest
Wilson Odobert,68,Burnley
Matheus França,68,Crystal Palace
Hannibal Mejbri,68,Manchester United
Boubacar Traoré,68,Wolverhampton Wanderers
Rhian Brewster,68,Sheffield United
Saman Ghoddos,68,Brentford
Luke Berry,68,Luton Town
Dan Potts,68,Luton Town
Deivid Washington,67,Chelsea
CJ Egan-Riley,67,Burnley
Tim Iroegbunam,67,Aston Villa
Luca Warrick Koleosho,67,Burnley
Bénie Traore,67,Sheffield United
Cole Palmer,67,Chelsea
Anis Slimane,67,Sheffield United
Darío Sarmiento,67,Manchester City
Teden Mengi,67,Luton Town
Ismaila Coulibaly,67,Sheffield United
Steven Benda,67,Fulham
Conor Coventry,67,West Ham United
Charlie Goode,67,Brentford
James Shea,67,Luton Town
Jason van Duiven,66,Fulham
Malcolm Ebiowei,66,Crystal Palace
Lewis Hall,66,Newcastle United
Daniel Jebbison,66,Sheffield United
Nathan Ferguson,66,Crystal Palace
João Virgínia,66,Everton
Mark Gillespie,66,Newcastle United
Yehor Yarmoliuk,65,Brentford
Brandon Aguilera,65,Nottingham Forest
Lewis Fiorini,65,Manchester City
Carney Chukwuemeka,65,Chelsea
Jhon Durán,65,Aston Villa
Gavin Kilkenny,65,AFC Bournemouth
Lawrence Vigouroux,65,Burnley
Scott Carson,65,Manchester City
Oscar Bobb,64,Manchester City
Karl Hein,64,Arsenal
Joseph Anang,64,West Ham United
Bruno Jordão,64,Wolverhampton Wanderers
Brandon Austin,64,Tottenham Hotspur
Tom King,64,Wolverhampton Wanderers
Remi Matthews,64,Crystal Palace
Lewis Miley,63,Newcastle United
Adrion Pajaziti,63,Fulham
Alex Murphy,63,Newcastle United
Kobbie Mainoo,63,Manchester United
Ben Doak,63,Liverpool
Lewis Dobbin,63,Everton
Myles Peart-Harris,63,Brentford
Ben Chrisene,63,Aston Villa
Miguel Azeez,63,Arsenal
Kyle John,63,Everton
Alfie Whiteman,63,Tottenham Hotspur
Enso González,62,Wolverhampton Wanderers
Jarell Quansah,62,Liverpool
Luke Chambers,62,Liverpool
Kim Ji Soo,62,Brentford
Luke Mbete,62,Manchester City
Shola Shoretire,62,Manchester United
Kaide Gordon,62,Liverpool
Vítězslav Jaroš,62,Liverpool
Ryan Astley,62,Everton
Tyrese Francois,62,Fulham
Nico O'Reilly,61,Manchester City
Sean Moore,61,West Ham United
Reuell Walters,61,Arsenal
Luke Harris,61,Fulham
Rhys Bennett,61,Manchester United
Daniel Gore,61,Manchester United
Nathan Moriah-Welsh,61,AFC Bournemouth
Dylan Williams,61,Chelsea
Nathan Young-Coombes,61,Brentford
Denis Franchi,61,Burnley
Lewis Richardson,61,Burnley
Joe Hodge,61,Wolverhampton Wanderers
Ethan Brierley,61,Brentford
Jack Hinshelwood,60,Brighton & Hove Albion
Jili Buyabu,60,Sheffield United
Taylor Foran,60,Arsenal
Michael Olakigbe,60,Brentford
Kristian Šekularac,60,Fulham
William Osula,60,Sheffield United
Matthew Craig,60,Tottenham Hotspur
Ashley Phillips,60,Tottenham Hotspur
Femi Seriki,60,Sheffield United
Ben Knight,60,Manchester City
Tyler Onyango,60,Everton
Antwoine Hackford,60,Sheffield United
Josh Brooking,60,Chelsea
Ellery Balcombe,60,Brentford
Bobby Clark,59,Liverpool
Amario Cozier-Duberry,59,Arsenal
Nathan Fraser,59,Wolverhampton Wanderers
Tommi O'Reilly,59,Aston Villa
Daniel Chesters,59,West Ham United
Ben Greenwood,59,AFC Bournemouth
Joe Johnson,58,Luton Town
Gideon Kodua,58,West Ham United
Omari Kellyman,58,Aston Villa
Mackenzie Hunt,58,Everton
Ben Parkinson,58,Newcastle United
Oliver Scarles,58,West Ham United
Stefan Parkes,58,Fulham
Lino Sousa,58,Arsenal
Tayo Adaramola,58,Crystal Palace
Jamie Mullins,58,Brighton & Hove Albion
Marcelo Pitaluga,58,Liverpool
George Wickens,58,Fulham
Thierry Nevers,58,West Ham United
Paul Glatzel,58,Liverpool
Brooklyn Lyons-Foster,58,Tottenham Hotspur
Tom McGill,58,Brighton & Hove Albion
Andy Lonergan,58,Everton
Jimi Tauriainen,57,Chelsea
Dominic Sadi,57,AFC Bournemouth
Divin Mubama,57,West Ham United
Joe Whitworth,57,Crystal Palace
Idris Odutayo,57,Fulham
Ollie O'Neill,57,Fulham
Filip Marschall,57,Aston Villa
Joshua Feeney,57,Aston Villa
Jack Wells-Morrison,57,Crystal Palace
Caleb Chukwuemeka,57,Aston Villa
George Shelvey,57,Nottingham Forest
George Earthy,56,West Ham United
Kaden Rodney,56,Crystal Palace
David Ozoh,56,Crystal Palace
Jamie Miley,56,Newcastle United
Victor Akinwale,56,Crystal Palace
Rico Richards,56,Aston Villa
Kaelen Casey,55,West Ham United
Jordan Amissah,55,Sheffield United
Chris Donnell,55,Fulham
Imari Samuels,55,Brighton & Hove Albion
Eddie Beach,54,Chelsea
Andre Brooks,53,Sheffield United
Seán Grehan,50,Crystal Palace
